period_start_hh,period_start_m,period_dayweek,slot,temp,dwpt,rhum,wspd
08,12,0,B,31.0,17.0,43.0,7.2
08,14,0,B,31.0,17.0,43.0,7.2
08,16,0,B,31.0,17.0,43.0,7.2
08,18,0,B,31.0,17.0,43.0,7.2
08,20,0,B,31.0,17.0,43.0,7.2
08,22,0,B,31.0,17.0,43.0,7.2
08,24,0,B,31.0,17.0,43.0,7.2
08,26,0,B,31.0,17.0,43.0,7.2
08,28,0,B,31.0,17.0,43.0,7.2
08,30,0,B,31.0,17.0,43.0,7.2
08,32,0,B,31.0,17.0,43.0,7.2
08,34,0,B,31.0,17.0,43.0,7.2
08,36,0,B,31.0,17.0,43.0,7.2
08,38,0,B,31.0,17.0,43.0,7.2
08,40,0,B,31.0,17.0,43.0,7.2
08,42,0,B,31.0,17.0,43.0,7.2
08,44,0,B,31.0,17.0,43.0,7.2
08,46,0,B,31.0,17.0,43.0,7.2
08,48,0,B,31.0,17.0,43.0,7.2
08,50,0,B,31.0,17.0,43.0,7.2
08,52,0,B,31.0,17.0,43.0,7.2
08,54,0,B,31.0,17.0,43.0,7.2
08,56,0,B,31.0,17.0,43.0,7.2
08,58,0,B,31.0,17.0,43.0,7.2
09,00,0,B,32.0,15.9,38.0,3.6
09,02,0,B,32.0,15.9,38.0,3.6
09,04,0,B,32.0,15.9,38.0,3.6
09,06,0,B,32.0,15.9,38.0,3.6
09,08,0,B,32.0,15.9,38.0,3.6
09,10,0,B,32.0,15.9,38.0,3.6
09,12,0,B,32.0,15.9,38.0,3.6
09,14,0,B,32.0,15.9,38.0,3.6
09,16,0,B,32.0,15.9,38.0,3.6
09,18,0,B,32.0,15.9,38.0,3.6
09,20,0,B,32.0,15.9,38.0,3.6
09,22,0,B,32.0,15.9,38.0,3.6
09,24,0,B,32.0,15.9,38.0,3.6
09,26,0,B,32.0,15.9,38.0,3.6
09,28,0,B,32.0,15.9,38.0,3.6
09,30,0,B,32.0,15.9,38.0,3.6
09,32,0,B,32.0,15.9,38.0,3.6
09,34,0,B,32.0,15.9,38.0,3.6
09,36,0,B,32.0,15.9,38.0,3.6
09,38,0,B,32.0,15.9,38.0,3.6
09,40,0,B,32.0,15.9,38.0,3.6
09,42,0,B,32.0,15.9,38.0,3.6
09,44,0,B,32.0,15.9,38.0,3.6
09,46,0,B,32.0,15.9,38.0,3.6
09,48,0,B,32.0,15.9,38.0,3.6
09,50,0,B,32.0,15.9,38.0,3.6
09,52,0,B,32.0,15.9,38.0,3.6
09,54,0,B,32.0,15.9,38.0,3.6
09,56,0,B,32.0,15.9,38.0,3.6
09,58,0,B,32.0,15.9,38.0,3.6
12,00,0,C,28.0,20.0,62.0,7.2
12,02,0,C,28.0,20.0,62.0,7.2
12,04,0,C,28.0,20.0,62.0,7.2
12,06,0,C,28.0,20.0,62.0,7.2
12,08,0,C,28.0,20.0,62.0,7.2
12,10,0,C,28.0,20.0,62.0,7.2
12,12,0,C,28.0,20.0,62.0,7.2
12,14,0,C,28.0,20.0,62.0,7.2
12,16,0,C,28.0,20.0,62.0,7.2
12,18,0,C,28.0,20.0,62.0,7.2
12,20,0,C,28.0,20.0,62.0,7.2
12,22,0,C,28.0,20.0,62.0,7.2
12,24,0,C,28.0,20.0,62.0,7.2
12,26,0,C,28.0,20.0,62.0,7.2
12,28,0,C,28.0,20.0,62.0,7.2
12,30,0,C,28.0,20.0,62.0,7.2
12,32,0,C,28.0,20.0,62.0,7.2
12,34,0,C,28.0,20.0,62.0,7.2
12,36,0,C,28.0,20.0,62.0,7.2
12,38,0,C,28.0,20.0,62.0,7.2
12,40,0,C,28.0,20.0,62.0,7.2
12,42,0,C,28.0,20.0,62.0,7.2
12,44,0,C,28.0,20.0,62.0,7.2
12,46,0,C,28.0,20.0,62.0,7.2
12,48,0,C,28.0,20.0,62.0,7.2
12,50,0,C,28.0,20.0,62.0,7.2
12,52,0,C,28.0,20.0,62.0,7.2
12,54,0,C,28.0,20.0,62.0,7.2
12,56,0,C,28.0,20.0,62.0,7.2
12,58,0,C,28.0,20.0,62.0,7.2
03,00,0,A,27.0,18.0,58.0,3.6
03,02,0,A,27.0,18.0,58.0,3.6
03,04,0,A,27.0,18.0,58.0,3.6
03,06,0,A,27.0,18.0,58.0,3.6
03,08,0,A,27.0,18.0,58.0,3.6
03,10,0,A,27.0,18.0,58.0,3.6
03,12,0,A,27.0,18.0,58.0,3.6
03,14,0,A,27.0,18.0,58.0,3.6
03,16,0,A,27.0,18.0,58.0,3.6
03,18,0,A,27.0,18.0,58.0,3.6
03,20,0,A,27.0,18.0,58.0,3.6
03,22,0,A,27.0,18.0,58.0,3.6
03,24,0,A,27.0,18.0,58.0,3.6
03,26,0,A,27.0,18.0,58.0,3.6
03,28,0,A,27.0,18.0,58.0,3.6
03,30,0,A,27.0,18.0,58.0,3.6
03,32,0,A,27.0,18.0,58.0,3.6
03,34,0,A,27.0,18.0,58.0,3.6
03,36,0,A,27.0,18.0,58.0,3.6
03,38,0,A,27.0,18.0,58.0,3.6
03,40,0,A,27.0,18.0,58.0,3.6
03,42,0,A,27.0,18.0,58.0,3.6
03,44,0,A,27.0,18.0,58.0,3.6
03,46,0,A,27.0,18.0,58.0,3.6
03,48,0,A,27.0,18.0,58.0,3.6
03,50,0,A,27.0,18.0,58.0,3.6
03,52,0,A,27.0,18.0,58.0,3.6
03,54,0,A,27.0,18.0,58.0,3.6
03,56,0,A,27.0,18.0,58.0,3.6
03,58,0,A,27.0,18.0,58.0,3.6
04,00,0,A,27.0,18.0,58.0,7.2
04,02,0,A,27.0,18.0,58.0,7.2
04,04,0,A,27.0,18.0,58.0,7.2
04,06,0,A,27.0,18.0,58.0,7.2
04,08,0,A,27.0,18.0,58.0,7.2
04,10,0,A,27.0,18.0,58.0,7.2
04,12,0,A,27.0,18.0,58.0,7.2
04,14,0,A,27.0,18.0,58.0,7.2
04,16,0,A,27.0,18.0,58.0,7.2
04,18,0,A,27.0,18.0,58.0,7.2
04,20,0,A,27.0,18.0,58.0,7.2
04,22,0,A,27.0,18.0,58.0,7.2
04,24,0,A,27.0,18.0,58.0,7.2
04,26,0,A,27.0,18.0,58.0,7.2
04,28,0,A,27.0,18.0,58.0,7.2
04,30,0,A,27.0,18.0,58.0,7.2
04,32,0,A,27.0,18.0,58.0,7.2
04,34,0,A,27.0,18.0,58.0,7.2
04,36,0,A,27.0,18.0,58.0,7.2
04,38,0,A,27.0,18.0,58.0,7.2
04,40,0,A,27.0,18.0,58.0,7.2
04,42,0,A,27.0,18.0,58.0,7.2
04,44,0,A,27.0,18.0,58.0,7.2
04,46,0,A,27.0,18.0,58.0,7.2
04,48,0,A,27.0,18.0,58.0,7.2
04,50,0,A,27.0,18.0,58.0,7.2
04,52,0,A,27.0,18.0,58.0,7.2
04,54,0,A,27.0,18.0,58.0,7.2
04,56,0,A,27.0,18.0,58.0,7.2
04,58,0,A,27.0,18.0,58.0,7.2
08,00,0,B,31.0,17.0,43.0,7.2
08,02,0,B,31.0,17.0,43.0,7.2
08,04,0,B,31.0,17.0,43.0,7.2
08,06,0,B,31.0,17.0,43.0,7.2
08,08,0,B,31.0,17.0,43.0,7.2
08,10,0,B,31.0,17.0,43.0,7.2
08,12,0,B,31.0,17.0,43.0,7.2
08,14,0,B,31.0,17.0,43.0,7.2
08,16,0,B,31.0,17.0,43.0,7.2
08,18,0,B,31.0,17.0,43.0,7.2
08,20,0,B,31.0,17.0,43.0,7.2
08,22,0,B,31.0,17.0,43.0,7.2
08,24,0,B,31.0,17.0,43.0,7.2
08,26,0,B,31.0,17.0,43.0,7.2
08,28,0,B,31.0,17.0,43.0,7.2
08,30,0,B,31.0,17.0,43.0,7.2
08,32,0,B,31.0,17.0,43.0,7.2
08,34,0,B,31.0,17.0,43.0,7.2
08,36,0,B,31.0,17.0,43.0,7.2
08,38,0,B,31.0,17.0,43.0,7.2
08,40,0,B,31.0,17.0,43.0,7.2
08,42,0,B,31.0,17.0,43.0,7.2
08,44,0,B,31.0,17.0,43.0,7.2
08,46,0,B,31.0,17.0,43.0,7.2
08,48,0,B,31.0,17.0,43.0,7.2
08,50,0,B,31.0,17.0,43.0,7.2
08,52,0,B,31.0,17.0,43.0,7.2
08,54,0,B,31.0,17.0,43.0,7.2
08,56,0,B,31.0,17.0,43.0,7.2
08,58,0,B,31.0,17.0,43.0,7.2
09,00,0,B,32.0,15.9,38.0,3.6
09,02,0,B,32.0,15.9,38.0,3.6
09,04,0,B,32.0,15.9,38.0,3.6
09,06,0,B,32.0,15.9,38.0,3.6
09,08,0,B,32.0,15.9,38.0,3.6
09,10,0,B,32.0,15.9,38.0,3.6
09,12,0,B,32.0,15.9,38.0,3.6
09,14,0,B,32.0,15.9,38.0,3.6
09,16,0,B,32.0,15.9,38.0,3.6
09,18,0,B,32.0,15.9,38.0,3.6
09,20,0,B,32.0,15.9,38.0,3.6
09,22,0,B,32.0,15.9,38.0,3.6
09,24,0,B,32.0,15.9,38.0,3.6
09,26,0,B,32.0,15.9,38.0,3.6
09,28,0,B,32.0,15.9,38.0,3.6
09,30,0,B,32.0,15.9,38.0,3.6
09,32,0,B,32.0,15.9,38.0,3.6
09,34,0,B,32.0,15.9,38.0,3.6
09,36,0,B,32.0,15.9,38.0,3.6
09,38,0,B,32.0,15.9,38.0,3.6
09,40,0,B,32.0,15.9,38.0,3.6
09,42,0,B,32.0,15.9,38.0,3.6
09,44,0,B,32.0,15.9,38.0,3.6
09,46,0,B,32.0,15.9,38.0,3.6
09,48,0,B,32.0,15.9,38.0,3.6
09,50,0,B,32.0,15.9,38.0,3.6
09,52,0,B,32.0,15.9,38.0,3.6
09,54,0,B,32.0,15.9,38.0,3.6
09,56,0,B,32.0,15.9,38.0,3.6
09,58,0,B,32.0,15.9,38.0,3.6
12,00,0,C,28.0,20.0,62.0,7.2
12,02,0,C,28.0,20.0,62.0,7.2
12,04,0,C,28.0,20.0,62.0,7.2
12,06,0,C,28.0,20.0,62.0,7.2
12,08,0,C,28.0,20.0,62.0,7.2
12,10,0,C,28.0,20.0,62.0,7.2
12,12,0,C,28.0,20.0,62.0,7.2
12,14,0,C,28.0,20.0,62.0,7.2
12,16,0,C,28.0,20.0,62.0,7.2
12,18,0,C,28.0,20.0,62.0,7.2
12,20,0,C,28.0,20.0,62.0,7.2
12,22,0,C,28.0,20.0,62.0,7.2
12,24,0,C,28.0,20.0,62.0,7.2
12,26,0,C,28.0,20.0,62.0,7.2
12,28,0,C,28.0,20.0,62.0,7.2
12,30,0,C,28.0,20.0,62.0,7.2
12,32,0,C,28.0,20.0,62.0,7.2
12,34,0,C,28.0,20.0,62.0,7.2
12,36,0,C,28.0,20.0,62.0,7.2
12,38,0,C,28.0,20.0,62.0,7.2
12,40,0,C,28.0,20.0,62.0,7.2
12,42,0,C,28.0,20.0,62.0,7.2
12,44,0,C,28.0,20.0,62.0,7.2
12,46,0,C,28.0,20.0,62.0,7.2
12,48,0,C,28.0,20.0,62.0,7.2
12,50,0,C,28.0,20.0,62.0,7.2
12,52,0,C,28.0,20.0,62.0,7.2
12,54,0,C,28.0,20.0,62.0,7.2
12,56,0,C,28.0,20.0,62.0,7.2
12,58,0,C,28.0,20.0,62.0,7.2
03,00,1,A,25.0,20.0,74.0,10.8
03,02,1,A,25.0,20.0,74.0,10.8
03,04,1,A,25.0,20.0,74.0,10.8
03,06,1,A,25.0,20.0,74.0,10.8
03,08,1,A,25.0,20.0,74.0,10.8
03,10,1,A,25.0,20.0,74.0,10.8
03,12,1,A,25.0,20.0,74.0,10.8
03,14,1,A,25.0,20.0,74.0,10.8
03,16,1,A,25.0,20.0,74.0,10.8
03,18,1,A,25.0,20.0,74.0,10.8
03,20,1,A,25.0,20.0,74.0,10.8
03,22,1,A,25.0,20.0,74.0,10.8
03,24,1,A,25.0,20.0,74.0,10.8
03,26,1,A,25.0,20.0,74.0,10.8
03,28,1,A,25.0,20.0,74.0,10.8
03,30,1,A,25.0,20.0,74.0,10.8
03,32,1,A,25.0,20.0,74.0,10.8
03,34,1,A,25.0,20.0,74.0,10.8
03,36,1,A,25.0,20.0,74.0,10.8
03,38,1,A,25.0,20.0,74.0,10.8
03,40,1,A,25.0,20.0,74.0,10.8
03,42,1,A,25.0,20.0,74.0,10.8
03,44,1,A,25.0,20.0,74.0,10.8
03,46,1,A,25.0,20.0,74.0,10.8
03,48,1,A,25.0,20.0,74.0,10.8
03,50,1,A,25.0,20.0,74.0,10.8
03,52,1,A,25.0,20.0,74.0,10.8
03,54,1,A,25.0,20.0,74.0,10.8
03,56,1,A,25.0,20.0,74.0,10.8
03,58,1,A,25.0,20.0,74.0,10.8
04,00,1,A,24.0,19.9,78.0,7.2
04,02,1,A,24.0,19.9,78.0,7.2
04,04,1,A,24.0,19.9,78.0,7.2
04,06,1,A,24.0,19.9,78.0,7.2
04,08,1,A,24.0,19.9,78.0,7.2
04,10,1,A,24.0,19.9,78.0,7.2
04,12,1,A,24.0,19.9,78.0,7.2
04,14,1,A,24.0,19.9,78.0,7.2
04,16,1,A,24.0,19.9,78.0,7.2
04,18,1,A,24.0,19.9,78.0,7.2
04,20,1,A,24.0,19.9,78.0,7.2
04,22,1,A,24.0,19.9,78.0,7.2
04,24,1,A,24.0,19.9,78.0,7.2
04,26,1,A,24.0,19.9,78.0,7.2
04,28,1,A,24.0,19.9,78.0,7.2
04,30,1,A,24.0,19.9,78.0,7.2
04,32,1,A,24.0,19.9,78.0,7.2
04,34,1,A,24.0,19.9,78.0,7.2
04,36,1,A,24.0,19.9,78.0,7.2
04,38,1,A,24.0,19.9,78.0,7.2
04,40,1,A,24.0,19.9,78.0,7.2
04,42,1,A,24.0,19.9,78.0,7.2
04,44,1,A,24.0,19.9,78.0,7.2
04,46,1,A,24.0,19.9,78.0,7.2
04,48,1,A,24.0,19.9,78.0,7.2
04,50,1,A,24.0,19.9,78.0,7.2
04,52,1,A,24.0,19.9,78.0,7.2
04,54,1,A,24.0,19.9,78.0,7.2
04,56,1,A,24.0,19.9,78.0,7.2
04,58,1,A,24.0,19.9,78.0,7.2
08,00,1,B,26.0,20.1,70.0,3.6
08,02,1,B,26.0,20.1,70.0,3.6
08,04,1,B,26.0,20.1,70.0,3.6
08,06,1,B,26.0,20.1,70.0,3.6
08,08,1,B,26.0,20.1,70.0,3.6
08,10,1,B,26.0,20.1,70.0,3.6
08,12,1,B,26.0,20.1,70.0,3.6
08,14,1,B,26.0,20.1,70.0,3.6
08,16,1,B,26.0,20.1,70.0,3.6
08,18,1,B,26.0,20.1,70.0,3.6
08,20,1,B,26.0,20.1,70.0,3.6
08,22,1,B,26.0,20.1,70.0,3.6
08,24,1,B,26.0,20.1,70.0,3.6
08,26,1,B,26.0,20.1,70.0,3.6
08,28,1,B,26.0,20.1,70.0,3.6
08,30,1,B,26.0,20.1,70.0,3.6
08,32,1,B,26.0,20.1,70.0,3.6
08,34,1,B,26.0,20.1,70.0,3.6
08,36,1,B,26.0,20.1,70.0,3.6
08,38,1,B,26.0,20.1,70.0,3.6
08,40,1,B,26.0,20.1,70.0,3.6
08,42,1,B,26.0,20.1,70.0,3.6
08,44,1,B,26.0,20.1,70.0,3.6
08,46,1,B,26.0,20.1,70.0,3.6
08,48,1,B,26.0,20.1,70.0,3.6
08,50,1,B,26.0,20.1,70.0,3.6
08,52,1,B,26.0,20.1,70.0,3.6
08,54,1,B,26.0,20.1,70.0,3.6
08,56,1,B,26.0,20.1,70.0,3.6
08,58,1,B,26.0,20.1,70.0,3.6
09,00,1,B,25.0,20.0,74.0,7.2
09,02,1,B,25.0,20.0,74.0,7.2
09,04,1,B,25.0,20.0,74.0,7.2
09,06,1,B,25.0,20.0,74.0,7.2
09,08,1,B,25.0,20.0,74.0,7.2
09,10,1,B,25.0,20.0,74.0,7.2
09,12,1,B,25.0,20.0,74.0,7.2
09,14,1,B,25.0,20.0,74.0,7.2
09,16,1,B,25.0,20.0,74.0,7.2
09,18,1,B,25.0,20.0,74.0,7.2
09,20,1,B,25.0,20.0,74.0,7.2
09,22,1,B,25.0,20.0,74.0,7.2
09,24,1,B,25.0,20.0,74.0,7.2
09,26,1,B,25.0,20.0,74.0,7.2
09,28,1,B,25.0,20.0,74.0,7.2
09,30,1,B,25.0,20.0,74.0,7.2
09,32,1,B,25.0,20.0,74.0,7.2
09,34,1,B,25.0,20.0,74.0,7.2
09,36,1,B,25.0,20.0,74.0,7.2
09,38,1,B,25.0,20.0,74.0,7.2
09,40,1,B,25.0,20.0,74.0,7.2
09,42,1,B,25.0,20.0,74.0,7.2
09,44,1,B,25.0,20.0,74.0,7.2
09,46,1,B,25.0,20.0,74.0,7.2
09,48,1,B,25.0,20.0,74.0,7.2
09,50,1,B,25.0,20.0,74.0,7.2
09,52,1,B,25.0,20.0,74.0,7.2
09,54,1,B,25.0,20.0,74.0,7.2
09,56,1,B,25.0,20.0,74.0,7.2
09,58,1,B,25.0,20.0,74.0,7.2
12,00,1,C,25.0,18.9,69.0,7.2
12,02,1,C,25.0,18.9,69.0,7.2
12,04,1,C,25.0,18.9,69.0,7.2
12,06,1,C,25.0,18.9,69.0,7.2
12,08,1,C,25.0,18.9,69.0,7.2
12,10,1,C,25.0,18.9,69.0,7.2
12,12,1,C,25.0,18.9,69.0,7.2
12,14,1,C,25.0,18.9,69.0,7.2
12,16,1,C,25.0,18.9,69.0,7.2
12,18,1,C,25.0,18.9,69.0,7.2
12,20,1,C,25.0,18.9,69.0,7.2
12,22,1,C,25.0,18.9,69.0,7.2
12,24,1,C,25.0,18.9,69.0,7.2
12,26,1,C,25.0,18.9,69.0,7.2
12,28,1,C,25.0,18.9,69.0,7.2
12,30,1,C,25.0,18.9,69.0,7.2
12,32,1,C,25.0,18.9,69.0,7.2
12,34,1,C,25.0,18.9,69.0,7.2
12,36,1,C,25.0,18.9,69.0,7.2
12,38,1,C,25.0,18.9,69.0,7.2
12,40,1,C,25.0,18.9,69.0,7.2
12,42,1,C,25.0,18.9,69.0,7.2
12,44,1,C,25.0,18.9,69.0,7.2
12,46,1,C,25.0,18.9,69.0,7.2
12,48,1,C,25.0,18.9,69.0,7.2
12,50,1,C,25.0,18.9,69.0,7.2
12,52,1,C,25.0,18.9,69.0,7.2
12,54,1,C,25.0,18.9,69.0,7.2
12,56,1,C,25.0,18.9,69.0,7.2
12,58,1,C,25.0,18.9,69.0,7.2
03,00,1,A,25.0,20.0,74.0,10.8
03,02,1,A,25.0,20.0,74.0,10.8
03,04,1,A,25.0,20.0,74.0,10.8
03,06,1,A,25.0,20.0,74.0,10.8
03,08,1,A,25.0,20.0,74.0,10.8
03,10,1,A,25.0,20.0,74.0,10.8
03,12,1,A,25.0,20.0,74.0,10.8
03,14,1,A,25.0,20.0,74.0,10.8
03,16,1,A,25.0,20.0,74.0,10.8
03,18,1,A,25.0,20.0,74.0,10.8
03,20,1,A,25.0,20.0,74.0,10.8
03,22,1,A,25.0,20.0,74.0,10.8
03,24,1,A,25.0,20.0,74.0,10.8
03,26,1,A,25.0,20.0,74.0,10.8
03,28,1,A,25.0,20.0,74.0,10.8
03,30,1,A,25.0,20.0,74.0,10.8
03,32,1,A,25.0,20.0,74.0,10.8
03,34,1,A,25.0,20.0,74.0,10.8
03,36,1,A,25.0,20.0,74.0,10.8
03,38,1,A,25.0,20.0,74.0,10.8
03,40,1,A,25.0,20.0,74.0,10.8
03,42,1,A,25.0,20.0,74.0,10.8
03,44,1,A,25.0,20.0,74.0,10.8
03,46,1,A,25.0,20.0,74.0,10.8
03,48,1,A,25.0,20.0,74.0,10.8
03,50,1,A,25.0,20.0,74.0,10.8
03,52,1,A,25.0,20.0,74.0,10.8
03,54,1,A,25.0,20.0,74.0,10.8
03,56,1,A,25.0,20.0,74.0,10.8
03,58,1,A,25.0,20.0,74.0,10.8
04,00,1,A,24.0,19.9,78.0,7.2
04,02,1,A,24.0,19.9,78.0,7.2
04,04,1,A,24.0,19.9,78.0,7.2
04,06,1,A,24.0,19.9,78.0,7.2
04,08,1,A,24.0,19.9,78.0,7.2
04,10,1,A,24.0,19.9,78.0,7.2
04,12,1,A,24.0,19.9,78.0,7.2
04,14,1,A,24.0,19.9,78.0,7.2
04,16,1,A,24.0,19.9,78.0,7.2
04,18,1,A,24.0,19.9,78.0,7.2
04,20,1,A,24.0,19.9,78.0,7.2
04,22,1,A,24.0,19.9,78.0,7.2
04,24,1,A,24.0,19.9,78.0,7.2
04,26,1,A,24.0,19.9,78.0,7.2
04,28,1,A,24.0,19.9,78.0,7.2
04,30,1,A,24.0,19.9,78.0,7.2
04,32,1,A,24.0,19.9,78.0,7.2
04,34,1,A,24.0,19.9,78.0,7.2
04,36,1,A,24.0,19.9,78.0,7.2
04,38,1,A,24.0,19.9,78.0,7.2
04,40,1,A,24.0,19.9,78.0,7.2
04,42,1,A,24.0,19.9,78.0,7.2
04,44,1,A,24.0,19.9,78.0,7.2
04,46,1,A,24.0,19.9,78.0,7.2
04,48,1,A,24.0,19.9,78.0,7.2
04,50,1,A,24.0,19.9,78.0,7.2
04,52,1,A,24.0,19.9,78.0,7.2
04,54,1,A,24.0,19.9,78.0,7.2
04,56,1,A,24.0,19.9,78.0,7.2
04,58,1,A,24.0,19.9,78.0,7.2
08,00,1,B,26.0,20.1,70.0,3.6
08,02,1,B,26.0,20.1,70.0,3.6
08,04,1,B,26.0,20.1,70.0,3.6
08,06,1,B,26.0,20.1,70.0,3.6
08,08,1,B,26.0,20.1,70.0,3.6
08,10,1,B,26.0,20.1,70.0,3.6
08,12,1,B,26.0,20.1,70.0,3.6
08,14,1,B,26.0,20.1,70.0,3.6
08,16,1,B,26.0,20.1,70.0,3.6
08,18,1,B,26.0,20.1,70.0,3.6
08,20,1,B,26.0,20.1,70.0,3.6
08,22,1,B,26.0,20.1,70.0,3.6
08,24,1,B,26.0,20.1,70.0,3.6
08,26,1,B,26.0,20.1,70.0,3.6
08,28,1,B,26.0,20.1,70.0,3.6
08,30,1,B,26.0,20.1,70.0,3.6
08,32,1,B,26.0,20.1,70.0,3.6
08,34,1,B,26.0,20.1,70.0,3.6
08,36,1,B,26.0,20.1,70.0,3.6
08,38,1,B,26.0,20.1,70.0,3.6
08,40,1,B,26.0,20.1,70.0,3.6
08,42,1,B,26.0,20.1,70.0,3.6
08,44,1,B,26.0,20.1,70.0,3.6
08,46,1,B,26.0,20.1,70.0,3.6
08,48,1,B,26.0,20.1,70.0,3.6
08,50,1,B,26.0,20.1,70.0,3.6
08,52,1,B,26.0,20.1,70.0,3.6
08,54,1,B,26.0,20.1,70.0,3.6
08,56,1,B,26.0,20.1,70.0,3.6
08,58,1,B,26.0,20.1,70.0,3.6
09,00,1,B,25.0,20.0,74.0,7.2
09,02,1,B,25.0,20.0,74.0,7.2
09,04,1,B,25.0,20.0,74.0,7.2
09,06,1,B,25.0,20.0,74.0,7.2
09,08,1,B,25.0,20.0,74.0,7.2
09,10,1,B,25.0,20.0,74.0,7.2
09,12,1,B,25.0,20.0,74.0,7.2
09,14,1,B,25.0,20.0,74.0,7.2
09,16,1,B,25.0,20.0,74.0,7.2
09,18,1,B,25.0,20.0,74.0,7.2
09,20,1,B,25.0,20.0,74.0,7.2
09,22,1,B,25.0,20.0,74.0,7.2
09,24,1,B,25.0,20.0,74.0,7.2
09,26,1,B,25.0,20.0,74.0,7.2
09,28,1,B,25.0,20.0,74.0,7.2
09,30,1,B,25.0,20.0,74.0,7.2
09,32,1,B,25.0,20.0,74.0,7.2
09,34,1,B,25.0,20.0,74.0,7.2
09,36,1,B,25.0,20.0,74.0,7.2
09,38,1,B,25.0,20.0,74.0,7.2
09,40,1,B,25.0,20.0,74.0,7.2
09,42,1,B,25.0,20.0,74.0,7.2
09,44,1,B,25.0,20.0,74.0,7.2
09,46,1,B,25.0,20.0,74.0,7.2
09,48,1,B,25.0,20.0,74.0,7.2
09,50,1,B,25.0,20.0,74.0,7.2
09,52,1,B,25.0,20.0,74.0,7.2
09,54,1,B,25.0,20.0,74.0,7.2
09,56,1,B,25.0,20.0,74.0,7.2
09,58,1,B,25.0,20.0,74.0,7.2
12,00,1,C,25.0,18.9,69.0,7.2
12,02,1,C,25.0,18.9,69.0,7.2
12,04,1,C,25.0,18.9,69.0,7.2
12,06,1,C,25.0,18.9,69.0,7.2
12,08,1,C,25.0,18.9,69.0,7.2
12,10,1,C,25.0,18.9,69.0,7.2
12,12,1,C,25.0,18.9,69.0,7.2
12,14,1,C,25.0,18.9,69.0,7.2
12,16,1,C,25.0,18.9,69.0,7.2
12,18,1,C,25.0,18.9,69.0,7.2
